Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,0,0,40,1,0,0,1,0,0,1,0,0,104.49148871057113,4130.58463978063,3494,False,True,True,False,False,True,False
0,0,1,0,8,1,0,0,0,0,0,0,0,1,84.11279854038246,662.0916102114322,2881,False,True,True,False,True,True,False
0,0,0,0,5,1,0,0,0,0,0,0,0,1,72.26099306705474,280.9969707160575,3459,False,False,True,True,False,False,True
0,0,0,0,2,1,0,0,0,0,0,0,0,0,85.32807069767428,163.55799138432008,4519,False,False,True,False,False,True,False
0,0,1,0,58,1,0,0,0,0,1,0,1,0,98.60830102360985,5737.164897211455,4832,False,True,True,False,False,True,False
0,0,0,0,19,1,0,1,0,0,0,1,0,0,94.65740372525492,1792.4379908149722,2660,False,True,True,False,False,True,False
0,0,0,0,3,0,0,0,0,0,0,0,0,1,68.57114750650975,243.1567849885351,4424,True,True,True,False,True,True,False
1,0,0,0,4,1,0,0,0,0,0,0,0,0,26.369729351773437,114.11646010198515,3858,False,False,False,True,False,False,True
0,0,0,0,43,1,0,0,0,1,0,0,0,1,91.48878644156768,3984.442574578151,5208,False,True,True,False,True,True,False
1,0,0,0,40,1,0,0,0,0,1,1,0,0,103.42873942970073,4056.8401264910563,2834,False,True,True,False,True,True,False
0,0,0,0,10,1,0,0,0,0,0,0,0,1,84.02400103410314,827.6609339796743,2957,False,True,True,False,True,False,False
0,1,0,0,1,0,0,0,0,0,0,0,0,1,23.469828897049517,23.469828897049517,3870,True,False,False,True,False,True,True
0,0,1,0,14,1,0,0,0,0,0,0,0,1,79.96751700294163,1141.9839639998236,2507,False,True,True,False,True,False,False
0,0,0,0,1,1,0,0,0,0,0,1,0,0,76.83088101232573,98.3658681963206,5353,False,True,True,False,False,True,False
1,0,0,0,51,1,0,0,0,0,0,1,0,1,90.85800370918433,4592.852990495441,6314,False,True,True,False,False,True,False
0,0,0,0,1,0,0,0,0,0,0,0,0,1,24.858847910362,24.858847910362,5378,True,False,False,False,False,True,False
1,1,0,0,14,1,0,0,0,0,0,1,0,1,85.54539133990832,1183.1099861310486,3651,False,False,True,False,False,True,False
0,0,0,0,8,0,0,0,0,0,0,0,0,1,35.71051170250133,294.33073037555135,5346,True,False,False,False,True,True,False
0,0,0,0,35,0,0,0,0,0,0,0,0,0,43.624920546973854,1273.9842290161093,5215,True,True,False,True,True,True,False
0,0,1,0,10,0,0,0,0,0,0,0,0,1,71.77913427681946,760.2735994002627,4772,True,False,True,False,False,True,False
0,0,1,0,63,1,0,1,0,0,1,0,0,1,97.00746432738477,6103.576891708864,5460,False,True,True,False,False,True,False
1,0,0,0,3,1,0,1,0,0,1,1,0,1,104.5565541106345,344.2140552600068,2734,False,True,True,False,False,True,False
0,0,0,0,8,0,0,0,0,1,0,0,0,0,42.99291626991322,319.5090861636009,4779,True,False,False,False,False,False,True
0,0,0,0,6,1,0,0,0,0,1,0,0,1,80.46161249978006,503.90957611046366,4656,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,50.088930190154805,50.088930190154805,5827,False,False,True,False,False,True,True
0,0,0,0,1,1,0,0,0,0,0,0,0,0,71.6324661930083,71.6324661930083,2872,False,True,True,False,False,True,True
0,0,0,0,15,0,0,0,0,0,0,0,0,0,68.54449799833775,677.2056228869146,2789,True,True,True,False,True,False,True
0,0,1,0,7,1,0,0,0,0,1,0,0,1,87.67956888349947,592.0454343495496,3857,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.4172929798879,70.4172929798879,4123,False,False,True,False,False,True,False
1,0,0,0,4,1,0,0,0,0,0,0,0,1,74.37768238244011,284.367796736361,3628,False,True,True,False,False,True,False
0,0,0,0,9,1,0,0,0,0,0,0,0,1,75.0835695494722,689.6880238417594,5037,False,True,True,False,False,True,False
0,0,0,0,8,1,0,0,0,0,0,0,0,0,62.98245236499484,505.39815106831395,4637,False,True,False,False,False,True,False
0,1,0,0,7,1,0,0,0,0,0,0,0,1,93.73144635403146,642.4459393963884,3254,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,0,69.57716489831415,144.0574734747122,2322,False,False,True,False,False,True,False
0,0,0,0,4,1,0,0,0,0,0,0,0,1,67.347241727287,276.85966324318883,5258,False,False,True,False,True,True,False
1,0,0,0,5,0,0,0,0,0,0,0,0,0,35.36646927417417,215.69938024068878,4654,True,False,False,False,True,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,48.56652198015664,48.56652198015664,5956,False,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,48.854554559919556,48.854554559919556,2175,False,False,False,False,False,False,True
1,0,1,0,3,0,0,0,0,0,0,0,0,1,45.936514480120806,89.49462087437831,5863,True,True,True,False,False,True,False
0,0,0,0,46,1,0,0,0,0,0,0,0,1,64.50776794784099,2951.1927491181773,5982,False,True,True,False,True,True,False
0,0,0,0,11,1,0,0,0,0,0,0,0,1,44.551236679759405,480.5035389787661,4161,False,False,False,False,False,True,False
0,0,0,0,35,1,0,0,1,0,0,1,0,1,100.73812316162284,3574.010357887646,3661,False,True,True,False,False,True,False
1,0,1,0,69,1,0,1,1,0,1,1,0,0,102.97157816950406,7100.361986103982,5002,False,True,True,False,False,True,False
0,0,0,0,25,1,0,0,0,0,1,1,0,0,100.53629340402911,2688.183381792156,4368,False,True,True,False,False,False,True
0,1,0,0,24,1,0,0,0,0,0,1,0,1,91.23039979739085,2221.8804274503414,2698,False,True,True,False,False,True,False
0,0,1,0,29,1,0,1,0,0,0,0,0,0,51.6881617716897,1514.8640317372392,4774,False,False,False,False,False,False,True
1,0,0,0,3,1,0,0,0,0,0,0,0,0,55.040199671669065,160.86676042766837,5697,False,True,False,False,False,True,True
0,0,1,0,24,0,0,0,0,0,1,0,0,0,35.110461436086965,853.0020026355926,5022,True,False,True,False,False,True,False
1,0,1,0,31,1,0,0,0,0,0,0,0,0,87.6916599524341,2707.7767920387137,2733,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,53.71616786243417,53.71616786243417,3061,False,False,False,False,False,True,True
1,0,0,0,1,1,0,0,0,0,0,0,0,1,82.78707089270773,82.78707089270773,3098,False,True,True,False,False,True,True
0,0,0,0,9,1,0,0,0,0,1,0,0,0,94.2765909342597,894.1373248590055,2957,False,True,True,False,True,False,False
1,0,0,0,16,1,0,0,0,0,0,1,0,0,83.12626002663933,1326.6444485295667,3447,False,True,True,False,False,False,True
0,0,0,0,6,1,0,0,0,0,0,1,0,1,94.95530324565794,618.0822287926538,3524,False,True,True,False,False,True,False
1,0,1,0,51,1,0,0,0,0,1,0,0,1,94.46971669004843,4799.642342876462,4755,False,True,True,False,False,True,False
0,0,0,0,48,1,0,1,0,0,1,1,0,1,103.81155230306081,5048.882531417191,4765,False,True,True,False,True,False,False
0,1,0,0,3,1,0,0,0,0,0,0,0,0,81.22294443554438,308.9670813733422,2150,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,1,83.94034674774085,196.39055390466004,3547,False,False,True,False,False,True,False
0,1,0,0,11,1,0,0,0,0,0,0,0,1,99.32663578864724,1124.1953063762635,4563,False,True,True,False,False,True,False
1,0,0,0,23,1,0,0,0,0,0,0,0,1,51.48429186387595,1210.8322968765922,5002,False,True,True,False,False,True,False
0,0,0,0,54,1,0,0,0,0,1,0,0,1,105.17349967004927,5803.776776573367,5547,False,True,True,False,True,False,False
0,0,0,0,5,1,0,0,0,0,0,0,0,0,86.53742274362098,497.6322429929003,2939,False,True,True,False,False,True,True
1,0,0,0,17,0,0,1,1,0,0,0,0,1,61.20956704693265,899.15823147534,3070,True,False,True,False,False,False,True
0,0,0,0,62,1,0,0,0,0,0,1,0,1,101.5004949803481,6375.499976096896,4197,False,True,True,False,True,True,False
0,0,0,0,30,1,0,1,0,0,0,0,0,1,80.68933619528646,2302.6736303370317,2747,False,False,True,False,True,True,False
0,0,0,0,7,1,0,0,0,0,0,0,0,1,84.3227246984663,583.7690915741489,4789,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,74.44298985649064,74.44298985649064,4390,False,True,True,False,False,True,False
1,0,0,0,8,1,0,0,0,0,1,1,0,0,99.4613733195179,831.782179851757,5070,False,True,True,False,True,True,False
0,1,0,0,3,1,0,0,0,0,0,0,0,0,86.5327878536856,298.2323205310938,2173,False,True,True,False,False,True,False
0,0,0,0,4,1,0,0,0,0,1,0,0,1,69.23765240515723,263.06768954732456,5275,False,False,True,False,False,True,False
0,0,0,0,4,0,0,0,0,0,0,0,0,0,50.83619836709797,195.92905441918492,3556,True,False,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,83.85809661758174,83.85809661758174,5232,False,True,True,False,False,True,False
0,0,0,0,65,1,0,1,0,0,0,1,0,0,94.19506692972246,6103.5026141243625,5624,False,True,True,False,False,True,False
1,0,0,0,2,0,0,0,0,0,0,0,0,1,39.95879724056238,68.60197824910306,2749,True,False,False,False,False,True,False
0,0,1,0,13,1,0,0,0,0,1,0,0,0,94.59843833350287,1223.423314712806,2976,False,True,True,False,False,True,False
0,1,0,0,28,1,0,1,0,0,0,0,0,1,86.0726264772865,2338.3241616619803,2096,False,True,True,False,False,True,False
0,1,0,0,45,1,0,1,0,0,0,0,0,1,93.09358077229024,4213.86146524356,5766,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,1,0,0,1,79.59651649217358,172.67509354075372,3368,False,True,True,False,True,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,1,61.24244388788538,187.55027011926842,3242,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,72.66416025330865,72.66416025330865,2402,False,True,True,False,False,True,False
1,0,0,0,21,1,0,0,0,0,1,1,0,1,100.81513923871819,2023.5259703164656,4125,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,0,58.615917038822026,170.81571468274183,2898,False,False,True,False,False,False,True
0,0,0,0,3,1,0,0,0,0,1,1,0,1,98.20792153344556,375.80559760489814,3672,False,True,True,False,False,True,False
0,0,0,0,66,1,0,1,0,0,0,0,0,1,79.7930570708689,5234.182952229576,4995,False,True,True,False,True,False,False
0,1,1,0,29,1,0,0,0,0,1,1,0,1,97.37649279821814,2988.643480790501,5160,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,0,41.24179385694959,79.85055285450503,2663,False,False,False,True,True,True,False
0,0,0,0,29,1,0,0,0,0,1,0,0,1,97.14862409969112,2891.6745228522736,5179,False,True,True,False,True,False,False
1,0,0,0,2,1,0,0,0,0,0,0,0,1,19.80915752999045,57.281179342156236,4323,False,False,False,True,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,28.051145448700325,28.051145448700325,2400,False,False,True,True,False,True,True
0,0,0,0,21,0,0,0,0,0,1,0,0,0,48.825637007105435,848.3823619276512,5037,True,False,True,False,True,False,False
1,0,0,0,10,1,0,0,0,0,0,0,0,1,74.8050936708181,813.9893358510076,4229,False,True,True,False,False,True,True
1,1,1,0,26,1,0,1,1,0,0,1,0,0,99.90497742490534,2595.6130621423836,3066,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,0,0,0,1,90.95762169095548,193.78654614809525,5295,False,True,True,False,False,False,True
0,0,0,0,4,0,0,0,0,0,1,0,0,0,59.6346421037107,216.71405441062367,3563,True,False,True,False,False,True,False
0,0,1,0,3,1,0,0,0,0,0,0,0,0,20.45412911197243,63.22973189147386,4123,False,False,False,True,True,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,0,79.98624424608117,79.98624424608117,2163,False,False,True,False,False,True,False
0,0,0,0,16,1,0,0,0,0,0,0,0,1,90.24033046102366,1468.7400982006775,5217,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,73.98686617531276,81.41308078865798,2723,False,False,True,False,False,True,False
0,0,1,0,7,1,0,0,0,0,1,0,0,1,97.8358366193686,674.5250628454907,2482,False,True,True,False,False,True,False
0,0,1,0,11,1,0,0,0,0,0,1,0,1,100.82438245717026,1134.597205151466,4552,False,True,True,False,False,True,False
1,1,0,0,35,1,0,0,0,0,1,1,0,1,96.59311321235626,3449.2031642036454,2078,False,True,True,False,False,True,False
1,0,0,0,48,1,0,0,1,0,1,1,0,1,105.80262442388815,5072.870959930932,5906,False,True,True,False,True,True,False
0,0,0,0,44,1,0,0,0,0,1,1,0,0,97.0638355489897,4344.752880354556,2733,False,True,True,False,False,True,False
1,0,0,0,34,1,0,0,0,0,0,0,0,0,77.31560531321337,2588.242480941336,2779,False,True,True,False,True,True,False
1,1,0,0,20,1,0,0,0,0,1,0,0,0,63.75156209820835,1239.7967692382022,4723,False,False,True,False,True,False,False
1,0,0,0,29,1,0,0,1,1,0,1,0,1,83.24665020950556,2304.6571626834098,3706,False,True,True,False,False,True,True
1,0,0,0,3,1,0,0,0,0,0,1,0,1,77.76814021141294,305.1016235245051,4938,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,48.29291848674512,85.8979019268415,4616,False,True,False,False,False,True,False
0,0,0,0,4,1,0,0,0,0,1,1,0,0,96.32407613240953,487.10435664413154,5385,False,True,True,False,False,True,False
0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.74307604547141,66.74307604547141,5077,True,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,97.52047132159448,97.52047132159448,4387,False,True,True,False,False,True,False
0,0,0,0,12,1,0,1,1,0,0,1,0,1,102.62110659595523,1289.5085090418006,2520,False,True,True,False,False,True,False
0,1,0,0,15,1,0,0,0,0,0,0,0,1,85.19009717154961,1356.6936373595001,4982,False,True,True,False,False,True,False
0,0,0,0,5,1,0,0,0,0,0,0,0,0,49.7057922960783,270.19424167484806,2077,False,True,True,False,False,True,False
0,0,0,0,28,1,0,0,0,0,1,1,0,1,100.73078823031933,2883.928386505268,4124,False,True,True,False,True,True,False
0,0,0,0,12,1,0,0,1,0,0,0,0,1,87.89220367114535,1098.0268217991797,5061,False,False,True,False,False,True,False
0,0,0,0,11,1,0,1,0,0,0,0,0,1,94.99649206042884,1120.2794843723657,5979,False,True,True,False,False,True,False
0,0,0,0,3,0,0,0,0,0,0,0,0,0,44.99573280225408,173.7737876640056,5606,True,False,True,False,False,True,False
1,0,0,0,4,0,0,0,0,0,0,0,0,1,62.01953105370525,271.783657152635,5833,True,True,True,False,False,False,True
0,0,0,0,3,1,0,0,0,0,1,0,0,1,96.71642359633498,289.3759638090446,4482,False,True,True,False,False,False,True
0,0,0,0,5,1,0,0,0,0,1,1,0,1,86.79807534504889,506.9885993466604,4592,False,True,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.76688670894127,44.76688670894127,4082,False,False,False,False,False,True,True
0,0,0,0,3,1,0,0,0,0,1,1,0,1,93.17940247278703,282.3848887862728,5243,False,False,True,False,True,False,False
0,0,0,0,1,0,0,0,0,0,0,0,0,1,62.61972235790613,62.61972235790613,5267,True,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,72.65298999821884,72.65298999821884,3414,False,False,True,False,False,True,False
1,0,0,0,1,0,0,0,0,0,0,0,0,0,21.416444955497877,21.416444955497877,5410,True,False,False,True,False,True,True
0,0,0,0,9,1,0,0,0,0,0,0,0,1,87.60457834170745,782.4884745474295,5005,False,True,True,False,False,True,False
0,0,0,0,11,1,0,0,0,0,0,0,0,1,78.6568260578842,897.1327817843488,3522,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.133595386989292,30.416009332953266,3846,False,False,False,True,False,True,True
0,0,0,0,43,1,0,0,0,0,1,1,0,0,108.24122804931503,4638.68028363418,2725,False,True,True,False,False,False,False
0,0,0,0,48,1,0,0,0,1,1,1,0,0,116.15517272125163,5439.049259628674,5903,False,True,True,False,False,True,False
1,0,0,0,1,1,0,1,0,0,0,0,0,0,63.19658141939587,63.19658141939587,5649,False,True,True,False,False,True,True
1,0,0,0,2,1,0,0,0,0,0,0,0,1,82.9717954000995,181.35135774813102,4477,False,False,True,False,True,True,False
1,0,0,0,40,1,0,0,0,0,1,1,0,0,102.32108092780581,4077.509452120756,2836,False,True,True,False,True,True,False
0,1,1,0,49,1,0,0,0,0,0,0,0,0,73.91795208320532,3562.3435208280894,5798,False,True,True,False,False,True,False
1,0,0,0,12,1,0,0,0,0,0,0,0,0,80.9824405560752,901.8706633337788,4034,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,61.648081169035926,74.54146581466267,3879,False,False,True,False,False,False,True
1,0,0,0,14,1,0,0,0,0,0,1,0,0,94.31910533088676,1329.384802456198,3499,False,True,True,False,False,True,True
0,0,0,0,33,1,0,0,0,0,1,0,0,1,94.83179815162102,3232.5625970353453,5369,False,True,True,False,True,True,False
0,0,1,0,1,1,0,0,0,0,0,0,0,1,31.297248596517754,31.297248596517754,2399,False,False,True,True,False,False,True
0,0,0,0,14,0,0,0,0,0,0,0,0,1,59.18270542893035,735.9436149512388,2848,True,True,False,False,True,True,False
0,0,0,0,5,1,0,0,0,0,0,0,0,0,84.85963470125976,495.0775622454722,2929,False,True,True,False,False,True,True
1,0,0,0,52,1,0,0,0,0,1,0,0,0,86.84825385570551,4562.161305908802,4752,False,True,True,False,False,True,False
0,0,0,0,6,1,0,0,1,0,0,0,0,0,80.4844569617566,518.5548627568983,3460,False,False,True,False,False,False,True
1,1,0,0,53,0,0,1,0,0,0,1,0,1,48.34956048997809,2571.7530085338176,5565,True,False,False,False,False,True,False
1,0,0,0,31,1,0,0,0,0,0,1,0,1,97.28019267502785,3015.000822230772,2460,False,True,True,False,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,0,66.45408204897775,220.2713720056034,5916,False,True,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,53.940228830785784,82.45069881514898,3463,False,False,True,False,False,True,False
0,0,0,0,14,1,0,0,0,0,0,0,0,0,62.59192604850176,831.5483248131204,3195,False,True,True,False,True,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,78.23083354529867,78.23083354529867,4284,False,True,True,False,False,True,True
0,0,1,0,52,1,0,0,0,0,1,1,1,0,95.84056801280558,4989.869790723599,4311,False,True,True,False,False,False,True
1,0,0,0,59,1,0,0,0,0,0,1,0,0,81.44958117780342,4716.885776120657,4365,False,True,True,False,True,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,0,84.49579303113876,274.338103518993,5641,False,False,True,False,False,True,False
1,0,1,0,1,0,0,0,0,0,0,0,0,0,48.751160865394006,48.751160865394006,5836,True,True,True,False,False,True,False
1,0,0,0,22,1,0,0,0,0,0,0,0,1,81.96338690121232,1898.193532063708,5698,False,True,True,False,False,True,False
0,0,0,0,28,1,0,0,0,0,0,0,0,1,91.28923955937594,2455.4760273822776,5467,False,True,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,59.899342263669574,75.26758622512071,3717,False,False,True,False,False,True,False
0,0,1,0,39,1,0,0,0,0,1,1,0,1,102.7206960187481,4122.188276002286,2490,False,True,True,False,True,True,False
1,0,0,0,10,1,0,0,0,0,1,1,0,1,92.80191053808417,903.8714170789524,4217,False,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,1,0,0,0,79.55971486182186,79.55971486182186,2145,False,False,True,False,False,True,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,5369,False,False,False,True,False,False,True
1,0,0,0,56,1,0,0,1,0,1,1,1,1,104.12944948661509,5866.790588065258,6215,False,True,True,False,False,False,False
1,0,0,0,11,1,0,0,0,0,0,0,0,1,63.13050234430917,730.1031832132287,4608,False,False,True,False,False,True,False
0,0,0,0,36,0,0,1,1,0,0,0,0,0,57.27570271394617,1586.3912466736244,5965,True,True,True,False,True,False,True
1,0,0,0,7,1,0,0,0,0,0,0,0,1,88.8452039361224,607.5571482639043,3826,False,True,True,False,False,True,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,74.60276327271721,74.60276327271721,5921,False,False,True,False,False,True,False
0,0,1,0,8,0,0,0,0,0,1,0,0,0,43.16322768747058,329.7472410136675,4796,True,True,True,False,False,True,True
0,0,0,0,1,1,0,0,0,0,1,1,0,1,96.04131054913583,144.44285084007498,4200,False,True,True,False,False,True,False
1,0,0,0,1,0,0,0,0,0,0,0,0,1,26.7994486436887,26.7994486436887,4938,True,False,False,True,False,False,True
1,0,1,0,17,1,0,0,0,0,0,0,0,1,73.81337141979569,1203.7600478399852,3302,False,False,True,False,False,True,False
0,0,0,0,28,0,0,0,0,1,1,0,0,1,74.43390779958833,1828.8307854542784,3073,True,True,True,False,True,False,False
0,0,0,0,12,1,0,0,0,0,0,0,0,1,74.61786218087317,901.1113659806393,3252,False,False,True,False,True,False,False
1,0,0,0,4,1,0,0,1,0,0,0,0,1,72.2512572247651,350.2055633377295,4943,False,True,True,False,False,True,False
1,0,1,0,10,1,0,0,0,1,0,0,0,0,97.43320450893845,975.0699895335468,4251,False,False,True,False,False,True,False
0,0,0,0,37,0,0,0,0,0,1,1,0,1,61.423360706565646,2110.7236970197746,4278,True,True,True,False,False,True,False
1,0,0,0,5,1,0,0,0,0,0,0,0,1,72.49827144216405,421.68086310174755,3795,False,True,True,False,False,True,True
0,0,0,0,3,1,0,0,0,0,0,0,0,0,44.89209189855135,164.87083150216355,4883,False,False,False,False,False,False,True
0,0,0,0,16,1,0,0,0,0,0,1,0,1,94.80587008870249,1513.9412857956931,5920,False,True,True,False,True,True,False
0,0,0,0,9,1,0,0,0,0,1,1,0,0,93.16519193266765,838.3620485315663,4993,False,True,True,False,False,True,False
0,0,1,0,2,1,0,0,0,0,0,0,0,0,44.55786956949409,88.12645575264727,4886,False,False,False,False,True,False,True
1,0,0,0,5,1,0,0,0,0,0,0,0,1,75.22532439493007,392.4430889305441,5855,False,True,True,False,False,True,False
0,0,0,0,2,1,0,0,0,0,1,0,0,1,95.17363284552624,198.8535452764002,3791,False,False,True,False,False,True,False
1,0,0,0,2,1,0,0,0,0,0,0,0,0,42.32165738928043,86.99818243822327,3845,False,False,False,True,False,False,True
1,0,0,0,1,1,0,0,0,0,0,0,0,0,79.43253741507873,79.43253741507873,2730,False,False,True,False,False,True,False
0,0,0,0,44,1,0,0,0,0,0,0,0,0,77.01140340207047,3484.4469013711496,5357,False,True,True,False,True,False,False
0,0,0,0,13,1,0,0,0,0,1,1,0,1,90.46030031667682,1134.2137544005836,4098,False,True,True,False,False,True,True
0,1,0,0,8,1,0,0,1,0,1,1,0,0,104.70686636579076,820.1757337932619,5546,False,True,True,False,False,True,False
0,0,0,0,9,1,0,0,0,0,0,0,0,1,93.6992681827268,884.409448649376,2897,False,True,True,False,True,True,False
0,0,1,0,2,1,0,0,0,0,0,0,0,0,44.383810314180415,119.42811183322205,4897,False,False,False,False,True,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,0,67.58113729186587,67.58113729186587,4568,False,False,True,False,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,78.63628200317251,78.63628200317251,3869,False,False,True,False,False,True,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.63117042378692,20.63117042378692,3829,False,False,False,True,False,True,True
0,0,0,0,10,1,0,0,0,0,1,1,0,1,96.10302953218857,1008.5879811446596,4061,False,True,True,False,False,True,False
0,0,0,0,12,1,0,0,0,0,1,1,0,1,92.45066875351625,1063.972821000054,4090,False,True,True,False,False,False,True
0,0,1,0,56,1,0,1,0,0,1,0,0,0,100.69526604605844,5691.824674118053,4185,False,True,True,False,False,True,False
1,0,0,0,19,1,0,1,0,0,1,1,0,0,101.95305372426793,2033.5681466133497,3726,False,True,True,False,False,True,False
0,0,0,0,16,1,0,1,0,0,1,0,0,1,91.73739751576515,1478.4364221133776,5114,False,True,True,False,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,0,43.59864452645212,130.0597964103335,4843,False,False,False,False,False,True,False
1,0,0,0,19,1,0,0,0,0,1,0,0,1,88.1891848364958,1693.571164426367,2391,False,True,True,False,False,True,False
0,0,0,0,38,0,0,0,0,0,0,0,0,0,41.401709377532526,1435.1386186274299,2039,True,True,True,False,False,True,True
0,0,1,0,38,1,0,0,0,0,0,0,0,1,89.8617957657235,3474.339021846098,3878,False,True,True,False,False,True,False
0,0,1,0,67,1,0,1,0,0,1,1,0,0,100.24572644309949,6853.868318726775,4485,False,True,True,False,False,True,False
1,1,0,0,50,1,0,0,0,0,1,1,0,1,97.09076306009021,4826.839584294123,6071,False,True,True,False,False,True,False
0,0,1,0,1,1,0,0,0,0,1,1,0,0,89.70722905759133,89.70722905759133,3123,False,True,True,False,False,True,True
1,0,1,0,58,1,1,1,1,0,1,0,0,1,108.77015411870134,6285.943949513044,4730,False,True,True,False,False,True,False
1,0,0,0,10,1,0,0,0,0,0,0,0,1,81.45165858320337,817.204306352436,3713,False,True,True,False,True,True,False
0,0,0,0,28,1,0,1,0,0,0,1,0,0,91.30053554610994,2527.4605963394233,4158,False,True,True,False,False,True,False
0,0,1,0,3,1,0,0,0,0,0,1,0,0,91.87929517425432,284.14057105143996,3007,False,True,True,False,False,True,False
0,0,0,0,17,1,0,0,0,0,0,0,0,0,54.22056467834087,887.7444015461022,4032,False,True,True,False,False,True,False
0,0,0,0,6,1,0,0,0,0,0,0,0,1,75.24148032354127,538.0411062210931,5158,False,True,True,False,False,True,False
0,0,0,0,12,1,0,0,0,0,0,1,0,1,91.66918334065502,1106.6676025755858,3918,False,True,True,False,False,True,False
0,0,0,0,14,1,0,0,0,0,0,0,0,0,83.78949986113817,1184.576193400589,2103,False,True,True,False,False,True,False
0,0,0,0,14,1,0,0,1,1,0,0,0,1,81.39150275628961,1093.3913244691262,4546,False,True,True,False,True,False,False
0,0,0,0,38,1,0,1,0,0,0,0,0,1,84.20752146479488,3264.2421847318737,2887,False,False,True,False,True,False,False
0,0,0,0,21,1,0,0,0,0,1,1,0,1,104.1162745894055,2204.984119351002,5572,False,True,True,False,False,False,False
0,0,0,0,4,1,0,0,0,1,1,0,0,1,102.98785523341786,442.2877151413657,4662,False,False,True,False,False,True,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,75.6240180808081,75.6240180808081,2026,False,True,True,False,False,True,False
0,0,0,0,23,1,0,0,1,0,0,1,0,1,88.01121160037036,1888.113241704805,5445,False,True,True,False,False,True,False
0,0,0,0,13,1,0,0,0,0,0,1,0,1,87.95171680295252,1159.4794736281547,3646,False,True,True,False,False,True,False
1,0,0,0,52,1,0,0,0,0,1,0,0,0,89.59353239778589,4650.338459081057,4750,False,True,True,False,False,True,False
0,1,0,0,12,1,0,0,0,1,0,0,0,0,79.66504073627809,1028.7586265699683,5563,False,False,True,False,False,True,True
1,0,0,0,2,0,0,0,0,0,0,0,0,1,72.5941799701743,190.5399002341062,4675,True,False,True,False,True,True,False
0,0,0,0,8,1,0,0,0,0,0,0,0,1,82.20026958513019,707.8127507314645,5081,False,True,True,False,False,True,False
0,0,0,0,36,1,0,0,0,0,1,1,0,1,96.76480592499409,3583.216403520112,4426,False,True,True,False,False,True,False
0,0,1,0,66,1,0,0,1,0,1,1,0,0,102.43501400212637,6893.7577418499395,4110,False,True,True,False,True,False,False
